"","cellSource","probe","age","SPA","SPAM","SPAMcell","cellType","kmeans.cluster","gapdh","Ifit3","cd4","Jak1","nfkb1","pten","il25","Irf1","Irf7","Ifi44","Bcl2","Cxcl10","tnfrsf1b","Stat5","icam1","il2ra","il4ra","Tgfbr2","Tnfaip3","ccr2","cd3e","Ccr7","Cxcr4","Ly6e","cd8a","gsk3a","Stat1","Vav1","Fyn","Stat3","Aim2","Isg15","tnfrsf1a","ctla4","ccr6","il7r","Irf2","cd28","gsk3b","Oas2","foxp3","Traf2","Zap70","Il12rb","Socs3","Hprt","tnf","Pdl-1","Icos","ccr4","Ifngr1","Jak2","Ifit1","Map2k6","Il18r1","Il27r","Pd1","Stat4","Cxcr3","IL-21","il1r2","Rsad2","Mx1","Irf4","Nur77","cd40","ccr5","Ceacam1","Oasl1","Oas1b","Bcl6","il2","Mapk8","cd86","ccr3","ifng","ppara","Cd44"
"197","blood","5","blood","blood.5.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P1_SEEP05_wk5_NOD-F-WT-NonDiabetic-TCR7_5_BL_CD4T_12-20_C1",1,14.1809933052838,0,10.3671892164675,11.8646294864678,10.2982983777373,0,5.3011268955296,7.6184465807478,0,8.4525640098497,8.5041765073106,7.9499933081268,3.319093506896,0,0,7.9674260901426,7.4848087525554,0,0,11.7754861963221,14.740942054997,0,0,14.4092101259784,0,9.1555992422545,9.9784614757512,7.7794450507157,10.4877682479487,9.7510499212405,0,8.5463548970281,7.2945249975885,0,10.0074366737896,11.9315901506989,7.6961489647667,7.3312767201785,9.8959638324395,0,0,8.8468389145361,10.1965088465994,8.2359043449658,5.8730620718119,9.4797604456562,9.8966065201061,7.1832355940918,8.7535702821571,8.1214210192604,0,9.3444876070842,0,9.5852878905583,7.7747676503221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224597454395902
"207","blood","5","blood","blood.5.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P1_SEEP05_wk5_NOD-F-WT-NonDiabetic-TCR7_5_BL_CD4T_12-20_F2",1,14.7990359257243,0,11.5633948603116,10.7241063410653,10.1452944168858,0,6.8199436030419,9.8624441692864,7.7997898427667,0,7.0412994526801,8.6550094822534,7.0647645926248,4.6563233759796,4.2137028207497,8.7762080357546,7.7461552949823,7.0598271304767,9.9818070695108,11.2940097122698,13.0275958684781,0,9.7578790685432,13.0078962743441,0,8.3632415619636,11.5542530640894,9.4733195526204,9.2052857454343,8.9928986627289,0,10.2086161307272,4.9605917524199,0,10.6456450623077,0,9.685137536615,10.336676852789,8.3126320945153,7.0104464653129,0,9.642884173339,9.0466092811315,0,0,7.374662727551,4.7657744401318,5.9628113879915,11.1215361070893,6.4109326416975,9.5381060039284,0,0,8.5747509953613,5.6131199210774,0,0,0,0,0,0,0,0,0,0,0.711114222500701,0,0,0,0,0,0,0,0,0,0,0,0
"193","blood","5","blood","blood.5.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P1_SEEP05_wk5_NOD-F-WT-NonDiabetic-TCR7_5_BL_CD4T_12-20_A3",1,13.7879657074665,0,10.6740170774813,11.7264096032465,9.1857332699513,0.686156002485401,6.3441422301044,8.6298816905008,7.73533749156,6.4150457412603,6.6504022452978,7.0978607008031,1.8051415822818,5.4951488370815,0,9.7483091539616,0,6.9456497676688,7.5425694731429,12.2884830880959,14.5783242883464,0,0,12.7690686845471,0,9.5797674300237,12.0315816364141,10.6259508245711,10.5384669732886,0,0,0.4539687385031,7.6560610795564,0,10.0236297126538,13.3501433695371,11.0013610382493,9.6119658952598,6.2086570742579,0,0,7.5962769485116,7.7557921326833,9.3166047271602,0,10.0913971000935,3.4761012711828,7.3271663594574,11.6183148941753,8.1524342986129,7.6238762191712,9.0304712990406,0,9.4739348570222,8.5814234396641,1.9963822748608,7.7507631431975,0,0,0,0,0,0,8.3046820105837,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"288","blood","7","blood","blood.7.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P1_SEEP05_wk5_NOD-F-WT-NonDiabetic-TCR7_7_BL_CD4T_12-20_H9",1,14.1716374242319,0,9.6039570298016,11.7198009486559,9.9314709900573,0.367179225815299,4.9383651610065,9.7616274340871,6.6486936984548,9.4107823844477,6.6717591381076,6.9048328917488,7.0703543190831,6.1611531380749,0,8.9521684870588,0,8.2106027504641,9.7130886693758,12.1593652542508,13.7776276820542,8.9656722544683,9.9107788352834,12.2889470133062,0,9.2606414549518,8.2569925747656,9.5352899573299,10.3648256674326,8.7395456549474,0,9.739032736799,0.4580686945101,0,8.3715142483452,12.0814733767313,8.9180728489112,10.0406452389549,7.6687435929056,6.2068970405142,0,0,8.0637330594938,0,4.2509714321536,6.495280842215,8.2896602683688,8.9038090343826,10.7446297510021,6.9671074287552,7.1624611135665,8.5414984997449,0,7.5228462631744,6.4837833917934,3.0894717517242,0,5.2252081337825,0,0,0,0,0,0,0,0,0,0,0,9.0149032392887,0,0,0,0,0,0,0,0
"299","blood","8","blood","blood.8.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P1_SEEP05_wk5_NOD-F-WT-NonDiabetic-TCR7_8_BL_CD4T_12-20_D11",1,14.4191167470727,0,8.5834476230511,10.8569686373516,9.2482035206902,0,6.7203103376853,8.5709461672181,5.9507764242302,9.1929775745563,6.9219180232809,6.7130268905932,6.9188575826163,5.347707412788,7.7963970322385,9.8472552489303,6.9155956235967,6.1205332039914,7.6312236220862,9.4551307724956,11.8526899196367,6.5675975251209,8.6773178145567,0,3.3603696396184,8.412034970652,11.1106233720837,6.6870476345304,8.253923487979,5.8465939034315,0,9.0734564766752,4.5003113666165,8.9049521593667,10.0313569395984,9.5461066396377,8.653371574188,8.8863799040417,7.4274078837857,0,9.3853829535545,7.4236116733136,0,0,2.5772147908286,8.308423349102,0,6.5068681375939,8.3122891133071,7.1592116003401,10.6955633936242,9.79545818164,9.8927650210776,0,7.2024845017742,0.3822113200786,0,4.9665790969801,9.9310972879692,0,0,2.5322332639304,0,7.9871937714032,0,0,0,0,0,0,0,0,0,7.4673247536318,0,0,0,0
"58","blood","2","blood","blood.2.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_2_BL_CD4T_12-20_A5",2,14.665225196206,11.4305719234808,9.9796928660709,0,0,10.1286268876341,0,0,0,0,4.9319627038807,0,0,0,2.2941521139017,0,0,0,0,6.8703395374445,0,6.2373078175174,8.8795307451232,8.3745895524286,0,5.2706857546096,7.7868500492824,0,7.6192072597556,9.3869315848698,0,9.3187431523222,4.9980658760926,0,10.0756011758132,7.6085665437948,0,9.8098286776767,7.6285404758115,0,0,0,0,0,0,0,3.7625852702541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8922403928024,0,0,0,0,0,0,0
"73","blood","2","blood","blood.2.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_2_BL_CD4T_12-20_F5",2,14.9208841775668,10.8014686137276,8.9229763230187,0,0,8.7200512332459,0,0,0,0,1.9630679353021,0,0,0,6.2836234228145,0,0.604869349279902,10.5584723702564,9.5983826112146,6.3189357990314,12.0388581866585,11.3936613772763,9.6339477108995,6.9063963533968,6.2416953504807,0,0,8.2592275247763,0,8.5871789226215,0,9.6740618760119,7.3424159337526,0,9.8916178326986,7.7717829398275,8.7381870640077,7.4240058488667,7.790304900794,0,0,0,0,0,0,0,3.4913182405794,0,0,0,0,0,0,0,0,5.0856655448256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124","blood","3","blood","blood.3.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_3_BL_CD4T_12-20_D9",2,14.4519544464977,10.8515335992375,10.8405682059642,0,0,11.058905286309,0,0,0,0,2.2631827928221,0,0,0,5.544453404361,0,0,9.6035621928317,6.7262429511698,4.7037666903238,12.7036140627548,10.2097488696214,8.3695504536725,8.1482926584256,3.9197369858966,0.927090028835199,10.5723385250968,9.1930117473928,0,0,0,10.426123296125,4.0335711768388,0,7.8088658519493,2.2951037360406,8.4265225579146,7.7209279721596,0,0,0,0,8.3205689861015,0,0,0,4.0896616966733,0,0.733295415414201,0,0,9.1119852597603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1132918875015,0,0,0,0,0,0,0,0
"79","blood","2","blood","blood.2.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_2_BL_CD4T_12-20_H5",2,14.763146660108,10.8110875313749,10.3569381641448,0,0,10.2304679422792,0,0,0,0,4.9512234630826,0,0,0,0,0,0,9.3899624792829,0,6.958031459987,12.5397709528519,12.2245709177212,9.3074464648312,8.656246991224,0.714179839077001,7.2472190836064,0,6.8418236860596,9.8151525883979,0,0,10.2623717612401,6.3928806282357,0,9.5338467705465,6.4441604645401,9.6718762493779,9.282246407611,0,0,0,0,7.6478431427764,0,0,0,0,0,0,0,8.9827766876452,7.7985057747259,0,0,0,4.0067286518088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133","blood","3","blood","blood.3.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_3_BL_CD4T_12-20_G9",2,15.0037676052382,10.4733388381225,4.5281816174619,0,0,1.4716868081424,0,0,0,0,3.6388013903355,0,0,0,5.5812905755506,0,0,9.8494386533226,9.6625774099341,5.2875889477073,11.9815846092621,10.0225357158617,0,8.6384903232356,6.7051954519199,0.0141179797420001,8.7325453989213,8.2806401521048,7.9747394371924,8.1074546174753,0,10.0431193318053,4.5013023637359,0,9.6575267229363,0,6.9721900874604,8.9741671169238,5.5582401239381,0,0,0,0,0,0,0,4.3894427836005,0,3.727632898361,0,8.8633110759429,8.9459775665519,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735242120013599,0,0,0,0,6.7115149879065,0,0,0,0,0,0,0
"135","blood","3","blood","blood.3.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_3_BL_CD4T_12-20_H8",2,15.2851449055819,10.8510160907579,10.4598685844056,0,0,8.964263335898,0,0,0,0,5.0516972849946,0,0,0,0,0,0.575173305111001,10.3661036929529,9.4854028527616,5.9022862488394,11.5436110650455,0,10.5708027812528,8.1656016130255,2.1395353394575,3.5848426021351,8.5208974000337,8.1224479442917,10.9531395151081,8.6604618027953,0,9.8960918149383,4.3820385697831,0,9.9190139531523,6.5762040426916,0,7.3399397729055,8.1211152252678,0,0,0,7.9512873107507,0,1.0048258571052,0,8.0384253178202,0,0,0,0,8.011448564312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75","blood","2","blood","blood.2.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_2_BL_CD4T_12-20_G4",2,14.5744242538035,10.4159566735287,7.9772306977493,0,0,8.2810796113378,0,0,0,0,5.6334908149481,0,0,0,0,0,0,8.5386482813077,7.6025662920645,6.607205005976,11.5978923893182,10.3386237894394,0,5.7737505035007,0,7.6983052465811,7.9074586865636,8.6184953842022,10.8716896700346,7.9203750257413,0,11.1213630370937,7.9876247603058,0,9.5520672778954,0,8.3116826734583,9.791447296348,6.6761913915338,0,0,0,0,0,2.9753739160517,8.781990306087,3.9741925671368,0,1.4796259891435,0,0,0,0,0,0,3.6947389082911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.569700144592,0,0,0,0,0,0,0
"138","blood","4","blood","blood.4.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_4_BL_CD4T_12-20_A11",2,14.9692704141459,10.8126773526603,9.0132131669307,0,0,10.5053714948154,0,0,0,0,0,0,0,0,3.4753190564374,0,0,9.5617696329357,10.4358453027832,5.7119039180545,11.865414591242,6.8609664412327,9.4178830085947,8.2273005636156,3.3585331067279,7.0626079209487,11.2822024559148,2.5349522723536,10.4118417933884,8.9490308842458,0,8.944097038669,5.0784640383989,0,9.2986998233121,8.8690255982685,7.9589087870439,9.6119333693878,0,0,0,0,0,0,0,9.1721890318118,2.5359609450926,0,0,0,0,0,0,0,0,0,0,8.5851492806275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7","blood","1","blood","blood.1.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_1_BL_CD4T_12-20_C1",2,14.9121151020972,11.2976769342216,7.7300523175435,0,0,9.8575168016679,0,0,0,0,4.1040531045089,0,0,0,1.1324422895866,0,0,9.9846575404139,8.5954533087602,7.0019821304878,11.6149563482197,9.8030230888437,10.895668586309,8.3775765974234,2.4168511324784,6.48550703155,9.3967824474426,8.1361620033941,10.9866623629362,7.0113566353101,0,10.1937195722286,8.2378826885769,0,10.0667059692304,0,8.8980568316188,7.6238649969979,7.5712933474512,0,0,0,0,0,0,7.9283075777426,2.4070558019549,0,0,0,0,0,0,0,0,2.2977742924733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154","blood","4","blood","blood.4.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_4_BL_CD4T_12-20_F12",2,14.7972676228859,10.5230811623567,7.6884411632341,0,0,10.1797198657086,0,0,0,0,5.3896744847585,0,0,0,5.0304686623161,0,0,8.5186807047067,6.4429253683595,6.924895323861,12.147960455917,10.1964316682167,11.0919696617839,9.0658905928633,3.4513259430759,8.6702371781956,0,0,10.1584789482877,9.6595503189712,0,9.1359797098217,7.0354201003987,0,10.3334339777243,0,7.9794348957236,8.5852098732396,7.7279269305315,0,0,0,8.7186323045593,0,0,8.7296249814775,1.9814335233034,0,0,0,0,4.6841001136276,0,0,0,0.156719290380099,0,0,0,0,0,0,0,0,0,1.6635744591235,0,0,0,0,0,0,0,0,0,0,0,0
"139","blood","4","blood","blood.4.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_4_BL_CD4T_12-20_A12",2,14.693169319652,9.6914033300923,10.9699768074183,0,0,6.9177364881638,0,0,0,0,5.510952259767,0,0,0,1.1549077476549,0,0,7.9267385403165,10.7379458985869,6.5457384614914,12.3689699891655,8.4004262059299,10.502023870132,7.2100568954269,0,6.6132685530373,6.9585815543406,8.8592371353644,9.3919941006339,7.3853424227639,0,9.343469402272,1.9684021413978,0,9.6548422923963,0,9.3685125428238,7.8308882701114,7.1969397651091,0,0,0,8.5173363369229,0,1.8586360152798,8.9828769350257,0,0,0,0,11.3807170086538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"156","blood","4","blood","blood.4.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_4_BL_CD4T_12-20_G11",2,14.7176107885779,11.1527625096638,7.739128983357,0,0,8.3602839814146,0,0,0,0,4.8757877078231,0,0,0,0,0,0,8.8891789621593,9.3504678366403,6.1576013511244,9.8301735816709,9.6243073132218,9.5298920010346,6.5603291386787,3.3130054267864,6.6494222137513,0,7.7830959430176,10.8896241898034,5.4849817032079,0,9.699579620148,5.9397129143235,0,8.7022522394128,7.2723113467716,6.8329983030628,8.3802681942303,8.9982533058409,0,0,0,6.6910754501914,0,1.8924353761651,0,2.1725483941851,0,5.9645298987116,0,7.6916694569792,8.1406260608924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22","blood","1","blood","blood.1.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_1_BL_CD4T_12-20_H1",2,14.7982949736402,9.7608959648044,11.239657840598,0,0,11.0252645864901,0,0,0,0,5.0194168717861,0,0,0,2.2130669955295,0,0,9.8183153288317,10.8654793658159,5.647714340007,12.3800941685315,10.6764981846922,11.2307613329506,9.6292762016858,0.9115969529261,4.8015869552293,0,9.7971076821671,10.9095671036414,7.3629013370675,0,10.2629923039777,8.4709073373641,0,9.6773618439943,8.7437869453541,0,9.0589817315035,9.1826007833609,0,0,0,8.0530644530097,0,0,7.5756871174799,1.7958143945259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
