"","cellSource","probe","age","patient","SPA","SPAM","SPAMcell","cellType","kmeans.cluster","Aim2","Jak1","IAPP","TEK","TGFB1","Il18r1","pten","Ly6e","ITGB1","Hprt","gsk3a","FLT4","VEGFA","HIF1A","gsk3b","Irf2","ICOSL","Stat3","INS2","INS1","Tgfbr2","PDGFA","SFRP1","KLF5","Ceacam1","CD24A","PTK2","EGFR","TLR4","TIMP2","KDR","CSF1","Stat1","gapdh","WNT4","Irf1","Jak2","Ifngr1","VEGFB","ACVR1","nfkb1","Tnfaip3","GCG","SST","Il27r","VCAM1","Map2k6","Socs3","Pdl.1","tnfrsf1a","TLR3","PDGFB","FGFR1","il4ra","Traf2","ANPEP","Cd44","NFATC1","PDPN","Fyn","ICAM2","pparg","Oas1b","CD36","IL34","ANGPT1","il6","CD44","CSF2RA","Bcl6","PECAM1","SPP1","FGR","Ifit1","LY75","LEPR","Nur77","COL1A2","icam1","ICAM1","CD74","ADGRE1","cd80","CD80","Cxcr3","NLRP3","Tbx21","tnfrsf1b","TIMP1","Stat5","il7","ccr2","Irf7","CD14","PPY","CD83","Rsad2","BMP7","IGF1","FGFR3","ppargc1a","H2.DMA","Isg15","H2.AA","Ifi44","CSF1R","GM13889","Bcl2","GHRL","cd86","CD86","Icos","Il12rb","cd40","Mapk8","il25","Oas2","LCK","Ifit3","Zap70","CSF2RB","TLR9","IGF2","TNFSF11","IL.21","MMP3","Mx1","CXCL13","PTGS2","Vav1","TLR7","COL11A1","Oasl1","tnf","il1r2","SELE","Cxcl10","ctla4","ZAP70","ccr6","DES","BMP5","COL1A1","GFAP","Stat4","MMP9","CD8A","PDGFRB","Zeb2","TNC","CLEC7A","foxp3","FAP","MMP2","ITGAX","gata4","cd8a","IL1B","IL1A","ACTA2","Ccr1","ccr3","ccr4","ccr5","Ccr7","cd28","cd3e","CD3E","cd4","CD4","Cxcr4","FCGR1","Ifi44l","ifng","IFNG","il10","il12b","il17A","il2","Il27","il2ra","il3","il4","il5","il5ra","il7r","Irf4","MMP1A","Pd1","ppara","RSPO1","WNT2B"
"48","tissue","none","islets","52","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_52_IS_doublet_none_E4",3,0,0,7.1986318964071,0,0,0,0,7.7084137588726,0,6.9621625514735,6.5661622002594,0,2.7271044208742,0,0,0,0,0,15.629812171388,5.8388640846715,0,0,0,0,0,5.5723045472258,0,0,0,0,0,0,0,11.6545912988133,0,0.785290017345801,0,0,0,0,0,0,3.6625953507483,8.0758248028329,0,0,0,0,0,0,0,0,0,0,0,5.8640222937989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2432083578849,0,0,0,0,0,0,2.5461745135966,1.6105627792566,0.138182830665301,0,0,0,0,0,0,0,0,0,0,0,0,7.7097311030889,0,0,0,0,0.353114857326901,8.0541623349456,0,0,0,2.110988395134,4.1660360695771,6.5490289618099,1.7572382972894,6.3062458895287,6.6395285670829,0,0,0,0,0,0,3.5890755618298,0,0,7.6820885005312,0,5.5238376408016,0,0,0,0,0,0,8.643342951277,6.4976757063028,6.1513939523444,0,0,0.9281848015201,3.1485040766392,0,0,8.3752000602501,0,0,7.6794319965771,0,0,0,0,0,0,4.1104745634772,1.3786073910577,0,0,0,0,0,0,7.8235624470514,0,4.3588071416293,2.2079308985363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","tissue","none","islets","44","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_44_IS_doublet_none_D8",3,0,0,6.221406345855,0,0,0,0,6.5899404777345,0,0,0,0,8.9029721944908,0,0,0,0,0,16.9326223786159,8.4082411934122,0,0,0,0,0,8.4833047244037,0,0,0,0,0,0,0,12.6088789440621,0,1.2363286287249,7.0144476930577,0,0,0,7.0224301566304,0,1.5648525195405,12.2358469705874,0,0,0,2.6648479061515,0,0,0,0,6.7694058995694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0679394448598,0,0,0,0,0,0,0,5.3376507714598,0,0,9.149071133639,5.044960652539,6.6338035675262,0,0,0,0,0,7.2708553170612,0,0,0,6.1059749732703,0,3.2292043681751,0,4.9361507396185,0,0,0,0,0,0,0,0.2009284990379,0,0,9.7423842320012,0,7.846917188679,0,5.9270348795997,0,0,0,0,7.9376101431875,6.7832115111058,0,0,0,0.100400005641202,0,0,0,7.1435076276136,0,0,8.1267557649793,2.8526756185563,0,0,0,0,0,2.2174641425811,0,0,0,0,0,0,0,6.1509362658844,0,0.4456781656522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","tissue","none","islets","23","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_23_IS_doublet_none_B11",3,0,0,5.8081600275858,0,0,0,0,6.0955595876309,0,0,3.6604594302573,0,0,0,0,0,0,0,15.1852206733059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3098089597273,0,5.8259597989459,0,0,0,0,3.6823710428995,0,10.2221853396084,9.9808150882723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6003368126486,0,0,0,0,0,0,0,0,0,0,3.6077481426124,0,0,0,0,0,0,0,0,2.4991962986717,0,0,0,0,0,0,6.7712716026139,5.9434022712729,0,0,9.6487666566963,0,7.166344823433,1.4736963915694,0,0,0,0,0,0,0,3.6122078709335,3.5377021381297,8.2258870545354,0,0,0.319369081305499,5.9510401247935,0,0,0,0,3.4888822861915,0,4.2915958528117,0,0,6.2324690331584,0,3.9084155537753,0,6.9553821273678,0,0,0,0,8.370670251328,0,0,2.4296337260379,0,0,3.6828103641105,0,0,5.3743570186914,0,0,8.3553294387219,8.3047632967439,0,0,0,0,0,2.2964532602454,0,5.0648566595937,6.2188183929811,0,0,0,0,8.540307597272,0,2.8767472459423,2.9758645502689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20","tissue","none","islets","27","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_27_IS_doublet_none_C3",3,0,0,6.9525743475884,0,0,0,0,9.1294760555269,0,0,0,0,0,0.105755462842001,8.0409148499275,0,0,0,13.1954978509502,4.7984783726087,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3773060609702,0.317947108031799,5.6235273283479,0,0,0,0,6.7975019618203,0,9.8550363129682,10.9504678512777,0,0,0,0,0,3.0025969940862,0,0,1.2218504499421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3818032443647,0,0,0,0,0,0,0,0,0,0.7411294866011,4.6622444211815,0,9.5870935033419,0,3.3186811762056,0.223569454528999,0,0,4.7109570929762,0,0,0,6.4278686622216,2.8375256012332,5.2894295902463,7.8411499024027,0,0,5.0090045690404,7.2380156273278,0,0,0,0,0,0,6.5679678400737,0,0,10.1164638727841,0,7.1588207108353,0,0,0,0,0,0,7.0628425471169,6.4262498851186,0,2.9719574399147,0,0,0,0,0,6.6150999355155,0,0,8.6833847773493,8.0079351543769,0,4.6184468532962,0,0,3.5551477757965,2.2240907122603,0,0,7.0316471459855,0,0,0,0,6.2303220783705,0,3.2278348323934,1.4785158392017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","tissue","none","islets","38","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_38_IS_doublet_none_D2",3,0,0,6.9291631597798,0,0,0,0,7.2919721496807,0,0,9.6300421359284,0,4.754452030621,0,0,0,0,6.3713797462709,15.0410297335635,2.4275805802,0,0,0,0,0,5.2352464225109,0,0,0,0,0,0,0,12.8118075489978,0.952921884814,7.9365684335312,0,0,0,0,7.6663223802066,0,0,0,0,0,0,0,0,1.5167364190701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450960027640701,2.6582188723808,5.0973885947276,0,0,0,0,0,0,0,6.3267521367417,4.5409782721255,0,8.210843355358,0,0.0361205359447005,0,0,0,0,1.0277178124844,7.2158604319804,0,8.1674443996431,7.4182089605677,0,8.1001323282808,7.4825176956233,0,4.1445306880955,6.1243017555822,0,0,0,0,4.8121091727478,0,4.5135029003435,0,0,7.0467371713185,0,5.3948249128966,0,0,0,0,0,0,8.1683810539994,1.9048253441213,6.6402305633517,3.9677336014484,0,0.744096654106102,0,0,0,7.3104583043443,0,0,9.43305793133,1.5606109718735,0,2.487673944944,1.6511030260198,0,0,1.0482374833452,2.3155472538501,0,7.4168170823744,0,0,0,0,0,0,2.4133980890429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11","tissue","none","islets","19","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_19_IS_doublet_none_B7",3,0,0.259579309798099,3.5209136922855,0,0,0,0,7.512947714375,0,0,0,0,0,0,0,0,0,4.3911408429963,13.5659429130015,0,0,0,0,0,0,7.1500667014426,0,0,0,0,0,0,0,13.0289237430163,5.4461930670142,6.92045197315,0,0,0,0,0,0,6.7726240537901,8.8099041764567,0,0,0,0,0,0.0418480394158003,0,0,2.44763118193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993658949826202,0,0,0,0,0,0,3.1506555158834,3.5259116024962,4.3912263765753,0,0,0,0,0,0,0,0,0,0,8.1147474480769,0,0,0,0,0,0,0,6.1270386184449,0,7.3032875173259,9.2618431914997,7.5330848332861,8.8074007109981,5.7821236037281,3.8339249924676,5.8776602062866,5.659859689634,0,0,0,0,0,0,0,0,0,9.9839724201913,0,3.8362272266193,0,2.0403186446155,0,0,0,0,8.8875323614179,8.3959075745158,5.5806227079714,0,0,0,3.5900323713334,0,1.7694197179624,7.1876358524575,0,0,9.2367471256578,7.8760056950676,0,3.0650514978666,0,0,0,1.9837070650847,0,0,8.7745662223265,0,0,0,0,0,0,0.314767178924299,0,3.1238877398641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78","tissue","none","islets","8","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_8_IS_doublet_none_A8",3,0,0,4.7806566021917,0,0,0,8.4325571001683,8.868684691992,0,0,0,0,8.284484439162,0,0,0,0,0,14.4375112829115,0,0,0,0,0,0,4.377318645084,0,0,0,0,0,0,0,13.2162942566811,0,5.5931536315121,0,0,0,0,7.4008945898983,0,0,11.6234636235813,0,0,0,1.8424110628503,0,0,0,0,5.8654232986716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177975424460801,6.680348585406,0,0,0,0,0,0,2.8928729079437,3.0815858284717,3.8231102559444,0,9.0039008943504,3.9773204346815,7.4367933463574,1.8752186789067,0,0,0,0.359523156152601,0,0,5.0554371101751,8.1193214158808,7.1333710005574,9.0680318059243,5.8464599242219,0,4.7299108243813,4.8095163235966,0,0,0.2701399710249,0,0,0,5.2786011227797,0,0,8.3809842184229,0,6.0563218588228,0,5.1830169486538,0,0,0,0,7.4155726051991,6.6148987317085,2.2389806403467,1.1869578056641,0,0,2.6763204900803,0,0,1.1209882878893,0,0,9.0880666499216,7.8219418782622,0,0,0,0,0,0,0,0,6.05944483475,0,0,0,0,7.4703840755704,0,1.1232707880916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73","tissue","none","islets","75","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_75_IS_doublet_none_G3",3,0,8.0817157820155,9.6721481956235,0,0,0,9.9478071388406,7.8480668713096,0,0,1.6561698280359,0,12.1253784268432,0,6.3094372002679,7.0599961269536,0,0,18.1916576178975,5.8735923330114,0,9.3026662553386,0,0,0,6.9251292467317,0,0,0,0,0,0,0,12.90944758402,4.1018319421889,5.373626286659,0,0,3.1303598389892,0,6.9270872180782,0,1.2787844546948,1.4151727281982,0,0,0,0,0,0.2819381309377,0,0,4.479987328149,0,0,2.2804656443977,0,6.8316276878199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3087490717845,0,7.8609268143435,0,0,0,0,0,0,5.2154653990862,0,3.0877891304557,0,7.3415278073284,2.8503449088964,0,0,0,0,0,0,0,0,0,6.9549379244944,3.3850820582934,0,5.2851958184083,0,0,0,0,0,0,0,0.317848217002499,0,0,0,0,9.0685579469011,0,0.933423838383,0,5.4185392873423,0,0,0,0,8.1769833090137,7.8749402502124,1.3655965215417,0,0.2301374058103,0,0,0,0,0,0,0,9.1302385108552,7.6803638064622,0,0,0,0,0,2.223062628379,1.4548050354007,0,6.5725488188632,0,0,0,0,0,0,2.1596308100471,1.9494217391062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","tissue","none","islets","47","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_47_IS_doublet_none_D11",3,0,0.5835409433212,4.7943577508203,0,0,0,0,8.6765254294762,0,0,0.558340640562498,0,0,0,0,0,0,3.0334346605876,13.7391930310765,3.2968831241344,0,0,0,0,0,5.326654396682,0,0,0,0,0,0,0,12.6474318683088,1.6712954885454,4.9800441726928,0,0,0,0,8.9278328223603,0,7.5317904856604,13.8250394535964,0,0,0,0,0,2.2977584341519,0,0,3.9530112773802,0,0,5.3841411741297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3012566250434,0,0,0,0,0,0,7.1590985246437,2.7791924746166,0,0,8.6233172253027,3.5275607647677,5.1502865759731,1.893912512773,0,0,0,0,0,0,0,7.2222018337625,7.8248495640389,4.9316252465421,0,7.0072283907488,6.005465536384,5.3398301598914,0,0,0,0,1.9081314241922,0,5.4518280451828,0,0,9.7887577171034,0,4.1103010346549,0,5.7482620909433,0,0,0,0,6.928952227172,6.6141647567768,6.3698614073196,6.5943073295543,0.122056870402599,1.8032750594698,1.8795545758987,0,2.790132524608,7.9928255960601,0,0,8.4521188418349,6.0353830331304,0,3.9623605593935,0,0,2.3786804993941,1.3524902717817,0,0,3.5399224734559,0,0,0,0,6.3915089083868,0,1.9952984613756,5.4053082299864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","tissue","none","islets","4","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_4_IS_doublet_none_A4",3,0,0,5.7974165750857,0,0,0,0,6.7931120828494,0,0,0,0,0,0,0,0,0,4.0844841635616,12.517823572319,5.2699841155766,0,0,0,0,0,7.0433949993487,0,0,0,0,0,0,0,13.7420210331056,1.5855332846462,7.3364245032281,0,0,0,0,4.9424887238962,0,1.6895670785175,0,0,0,0,0,0,2.1054084513038,0,0,6.8996545950932,0,0,2.3921579275567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7053540169244,1.2249403460157,0,0,0,0,0,0,3.0857810337334,2.2916815561007,6.3597202816712,0,0,0,0,0,0,0,6.2889028256106,2.697754864491,0,9.996769703014,5.8002992338953,8.7088092250905,0,0,0,0,0,8.1098083282805,0,0,9.3349189259224,8.9327940817397,10.0856261316298,7.3539406781952,6.9100935529955,0,7.8693593674084,0,0,0,0,0,0,6.228467510513,0,0,9.7009305820232,0,0,0,0,0,0,0,0,8.1394598866245,5.6012802171713,7.2339255247366,6.5869089151287,0.1011146484793,0,5.1387772192004,0,1.3889346656777,7.0776628345861,0,0,8.2682146696883,8.6659637458126,0,3.4391672971441,0,0,0,2.7843456588812,0.304712452831801,0,3.4026128267554,0,0,0,0,6.9971322583914,0,4.3788478645275,3.0361840363873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56","tissue","none","islets","6","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_6_IS_doublet_none_A6",3,0,0,0,0,0,0,0,8.6720990040633,0,0,0.4580841640662,0,4.7442747521373,0,0,0,0,4.4261275569008,12.9105908622323,5.8462020586998,0,0,0,0,0,6.7139266993392,0,0,0,0,0,0,0,14.1111243206228,2.5167826420137,6.4122506423202,0,0,2.4456659588679,0,7.4911583827557,0,10.1883572042852,6.8500890716587,0,0,0,0,0,1.2437799172379,0,0.0506887160995007,6.2170250272099,0,0,4.023708650296,0,0,0,0,0,0,0,0,0,0,0,0,5.6072595644489,0,0,0,0,0,0,0,0,0,0,0,5.7132860963726,0,0,0,0,0,0,4.8652187482853,1.8486906616255,5.8243253708843,0,8.8566281553463,5.2972452029364,7.7135053537526,0,0,0,0,0,7.0552988217415,0,6.4849969065286,8.7584280043686,6.9117037703332,8.692084581866,7.3481601040732,7.4810260827813,6.0153862263805,7.1862559996251,0,0,0,0,0,0,2.7541817063335,0,0,10.9851267088705,0,8.1414013550779,0,5.0705772951279,0,0,0,0,6.6291968548748,6.0106371129218,8.0058374819563,2.9409919322856,0.0314256415982008,0,4.8113278468336,0,0,8.6413261156656,0,0,9.4102803202573,8.5646322939879,0,0.874024249729501,0,0,0,1.7491136807923,0,0,7.0140210208605,0,0,0,0,5.6771715663867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22","tissue","none","islets","29","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_29_IS_doublet_none_C5",3,0,0.442227366765799,5.5848303009295,0,0,0,0.158239960353299,8.5705276134396,0.884576816651599,0,1.258795880613,0,0,0,0,0,0,0,14.0143976054623,0,0,0,0,0,0,4.7837779704835,0,0,0,0,0,0,0,13.7864675575989,5.1500605021645,7.5666220784784,0,0,0,0,5.4459462844977,0,7.7008886168954,3.740736065855,0,0,0,0,0,1.9027388769369,0,0,7.4813437032006,0,0,2.9205295147687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4100420441752,0,0,0,0,0,0,0,5.5748374629388,4.2023013832583,7.7202938828548,0,0,0,0,0,0,4.511341405485,5.7202595124338,4.4477403649438,0,9.6669354314577,4.9336988194999,8.3933066126341,0,0,0,0,0,8.15487786234,0,5.6507028863368,8.4707228087814,5.4782963175542,8.7873487935688,8.1267603245522,6.2443713559473,4.2659344857755,7.6845226928752,0,0,0,0,0,0,3.7827245025341,0,0,10.445170480396,0,6.3646202664148,0,5.918386773634,0,0,0,0,7.924085381117,7.4941214484924,7.6819220634869,5.0874407036467,0,0,4.0830636473381,0,0,6.6503179778711,0,0,7.4047151925466,8.2187750002105,0,2.7151569036882,2.3892386786053,0,2.2076130150628,3.8410151770877,0,0,7.0222954023626,0,0,0,0,5.8120449723523,0,4.4568140096118,1.878138253047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92","tissue","none","islets","92","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_92_IS_doublet_none_H8",3,0,2.1224445980875,6.7790196733623,0,0,0,2.5437337167467,7.8356881866402,0,0,3.8675652159808,0,4.6335025629199,0,1.849868286252,0,0,5.8471819238594,13.7723078815603,5.2122233285938,0,0,0,0,0,7.6594078000129,0,0,0,0,0,0,2.2434543776436,13.4022244095205,0,4.1237607581971,0.5570038806142,0,3.1037519702733,0,6.9484552940731,0,0,0.5312751128291,0,0,0,0,0.875495206351001,3.0775440648867,0,0,7.258960250253,0,0.401790808734201,3.9323573653798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9214995735359,0,0,0,0,0,0,5.5250510269716,5.5460968625299,5.9400824632853,0,0,0,0,0,0,0,6.6728346808042,5.2243500662915,0,8.8328347448681,4.5279266574802,7.3563553712804,0.0302703961787003,0,0,0,0,8.2526583555339,0,7.4268787504173,9.1862782797632,8.380238388307,7.9997036966981,7.2972961042156,0,4.7377790666096,7.532905549969,0,0,0,0,3.9586261027828,0,4.738421040887,0,0,7.5828961224265,0,3.1496177822499,0,4.1831549552262,0,0,0,0,9.347210778871,6.6991745722065,1.9403379882565,5.2351218794584,0,0,0,0,0,8.0736204554241,0,0,8.5810241695922,8.3308743385401,0,6.3575741101617,0,0,2.6441034725742,4.0816118036148,0,0,7.9466294476188,0,0,0,0,7.200869601508,0,3.6477623374684,4.6499070271247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8","tissue","none","islets","16","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_16_IS_doublet_none_B4",3,0,0,5.7130552862968,0,0,0,0,8.9944513325395,0,0,0,0,3.2662657679791,0,0,0,0,5.011549114941,14.0199447548701,6.3743418257349,0,0,0,0,0,8.405159514768,0,0,0,0,0,0,0,13.7682141618294,4.2074490717057,0.726949301904899,0,0,4.5016999681877,0,7.0472609943322,0,1.3045766874906,2.0815281397463,0,0,0,0,0,4.1671064574423,0,0,7.8571454690633,0,0,3.7025854564694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4267943166609,0,0,0,0,0,0,4.7316573361761,3.1872740692553,6.3074308030668,0,0,0,0,0,0,6.3579821777212,0,6.4408038282439,0,7.9993755148901,0.919693900713099,7.2428656915005,0.900757515133201,0,0,0,0,7.7877713291656,0,8.6486795012145,9.497087810851,9.1290536939254,0,7.7941018247523,6.4829991281087,7.2447992820765,7.2459126311852,0,0,0,0,0.297192298745799,0,5.2552700960208,0,0,10.71662872559,0,9.2265003847434,0,7.522654590368,0,0,0,0,9.2564753669906,7.6804515926601,6.3251169694759,0,0.0247719033949991,0,3.7162486838632,0,0,8.3593029991398,0,0,8.264587168369,9.1747772183284,0,6.1821734279442,1.0921670402785,0,2.4934646831191,1.8764709315596,0,0,9.3149701751597,0,0,0,0,7.8157755579707,0,3.0348564095761,2.6053335504063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18","tissue","none","islets","25","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_25_IS_doublet_none_C1",3,0,0,7.7340538631479,0,0,0,0,10.9058566850957,8.7375763979193,0,0,0,6.0848357619094,0,0,0,0,4.2519267121213,15.9556043907578,0,0,0,0,0,0,9.1494485765501,0,0,0,0,0,0,0,13.798052995587,4.7863286576217,8.423256841723,0,0,0,0,8.1434319205321,0,8.8923932602863,15.9490252541793,0,0,0,0,0,3.5258184360818,0,0,7.8635272335557,0,0,4.0057955266355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8926071383622,3.3921141028514,6.3482653401323,0,0,0,0,0,0,2.4182676259211,4.7595342613323,0,0,8.3885844196012,3.7511935327271,8.0200024833973,0,0,0,0,0.316869234423098,8.4639737262714,0,5.3180464324193,6.0738601116579,8.7513434330591,8.2818638434638,6.4644824148223,7.3768362619949,4.2580543435389,5.9902068113355,0,0,0,0,0,0,6.0962454208842,0,0,10.5525654210863,0,7.7558895534245,0,5.3522011590937,0,0,0,0,9.0754566072839,0,8.203609346011,5.0851665368708,0,0.847365117401399,3.0087396116473,0,2.9370115750581,7.1398482585223,0,0,9.4598822585388,9.6654847185746,0,5.9398231428051,1.6188749581193,0,2.4934020327677,1.8194395418001,0.638653427281302,4.4556316563307,8.7094802774316,0,0,0,0.772819891628998,7.3454119164066,0,3.2473835763793,2.2183880031853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86","tissue","none","islets","87","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_87_IS_doublet_none_H3",4,0,7.1889876753012,3.571884902295,0,0,0,8.9937052867901,8.8308308883885,10.3507148969746,9.1394128481082,8.5433455868633,0,12.0810114133485,0,9.0745772354335,8.1190095303081,0,9.3388697800088,14.2009088885434,0,0,0,0,0,0,0,6.4896343559601,0,0,7.5648333441116,0,0,0,12.6981994798745,9.0457390729425,3.6391449960111,8.5926681610433,0,7.7303780568539,8.4203205869515,9.7921924646826,0,21.5,7.8102632721411,0,0,0,4.3470653147267,9.1927898340401,0,0,0,9.0192592617815,0,7.1787894942314,0,0,0,0,0,0,0,0,6.4108834017263,0,0,0,0,1.7157257865155,0,0,2.481687025296,0,0,0,0,0,7.0316097891501,0,0,5.0210049234234,0,0,0,0,0,0,0,0,5.3581485393455,0,6.5955532401039,0,0,2.5132023763635,8.0954022488785,0,0,1.9447313142331,8.0685983645863,0,5.9391763301159,0,5.9244548711727,6.6448242325225,0,0,6.9889776341464,5.0152174687442,0,0,0,0,6.7806033436541,0,0,0,0,3.8436352831242,0,3.4371547510555,0,0,0,0,0,0,8.1785720225681,0,2.288128643675,0,0,0.365680426077699,0,0,0,6.4841195260322,0,0,0,5.255426384756,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2266004084935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10","tissue","none","islets","18","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_18_IS_doublet_none_B6",6,0,8.0155783285313,11.9516558275058,0,0,0,10.0505272685254,12.2992574524772,9.7876153452757,9.8746604260585,10.1587422902989,0,11.3912270548522,9.3406329770106,7.8246165422398,8.4281402903932,0,6.9473263008581,14.7911291518797,0,0,5.458384942429,0,7.4425680475039,0,13.156538012022,7.7052563843318,0,0,7.7200617188793,0,0,6.6460014043882,13.3127710138466,0,8.4847265224081,7.5397434971967,9.0433417136499,0,6.0880685946953,5.1582585931561,7.2294913096209,8.1040828443063,20.2515932655027,0,0,0,0,7.3414222971493,0,7.9362765575576,0,0,0,7.2716340488685,6.9197058902606,1.781472150898,0,0,2.4452187496746,0,0,0,0,0,0,0,1.4937343274299,2.2790817383271,0,0,0,0,0,0,0,7.8672405555525,0,0,0,1.0538596340912,0,0,0,0,0,0,0,6.2011901831497,0,0,0,0,0,13.0159373205807,5.5531229440003,0,0,0,0,0,4.3393531658677,7.5349999767896,0,0,0,2.4929462180196,0,0,0,0,0,0,6.4500410119508,0,0,0,0,4.0229388852574,0,0,0,6.4287324474579,0,0,0,0,6.7380947129567,0,0,0,0,0,0,0,0,0,0,0,0.4600711728507,0,0,0,0,0,0,1.0816605544074,0,0,0,0,0,0,0,0,0,2.6464960228263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
