"","y1","y2","cellSource","age","patient","probe","cohort","FRorFZ","organ","organlocation","tissuelocation","cellType","kmeans.cluster","kmeans.cluster.1","kmeans.cluster.1.1","ITGB1","gsk3b","Hprt","gsk3a","pten","HIF1A","Irf2","Stat3","Ly6e","Jak1","VEGFA","PTK2","TIMP2","ACVR1","Stat1","Pdl-1","Irf1","VEGFB","Jak2","Socs3","nfkb1","PDGFA","gapdh","Ifngr1","WNT4","Traf2","CSF1","FGFR1","KLF5","tnfrsf1a","CSF2RA","INS1","ANPEP","NFATC1","Fyn","IAPP","TLR3","Bcl6","Stat5","Cd44","Ifit1","CD44","EGFR","SPP1","CD83","il4ra","CD74","Nur77","Oas1b","LY75","PDGFB","Tnfaip3","Map2k6","Irf7","GCG","SST","tnfrsf1b","icam1","cd40","Oas2","H2.AA","ppargc1a","H2.DMA","Rsad2","CD24A","Bcl2","TLR4","COL11A1","pparg","INS2","ICAM1","Ifit3","Mx1","SFRP1","VCAM1","Ifi44","ANGPT1","ICOSL","PPY","ccr2","TGFB1","Tgfbr2","IGF2","COL1A1","CD36","FLT4","il7","PDPN","MMP9","MMP2","CD14","IGF1","Zeb2","BMP5","Ceacam1","COL1A2","FGR","LEPR","GHRL","Aim2","Stat4","TEK","TNFSF11","PTGS2","Oasl1","il25","cd86","CD86","Il12rb","Il18r1","il1r2","IL34","LCK","Mapk8","ITGAX","ccr6","CD8A","FGFR3","Vav1","DES","TIMP1","Cxcl10","FAP","IL-21","MMP3","Zap70","GFAP","TNC","SELE","Isg15","CXCL13","KDR","ADGRE1","cd80","CD80","CLEC7A","ctla4","Cxcr3","foxp3","il6","NLRP3","Tbx21","ZAP70","IL1B","gata4","Icos","PDGFRB","GM13889","BMP7","Il27r","TLR7","CSF2RB","CSF1R","IL1A","TLR9","PECAM1","tnf","ICAM2","IBD_Status"
"63",3.8370953212337,-0.817724787358505,"tissue","islets","66","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_66_IS_doublet_none_F6","1",1,1,9.6912919068513,9.4438749538494,9.2685111857412,11.1050845327433,10.2577266614365,8.7302875089481,9.3060391718183,11.152077699,10.9771980068543,10.8383377061498,12.4619613777365,10.4888709554508,4.0671643620767,7.7478875147207,9.2554776834146,8.9566300382051,11.2969052021298,0,9.5985438120554,6.3655408345085,10.4314897214884,9.3198418698768,12.9843176934785,8.9759426748858,9.4680822628302,7.1838420347232,7.0948473154239,5.0563457389265,10.2102387400408,0.125448763810599,0,9.9750481600218,10.0254043323188,0,0,13.271224557564,0,0,2.3431885025211,0,0,0,7.9784950046273,0,0,0,3.5416704014228,0,8.6120814145214,0,2.7718261113272,0,0,0,7.6660781915795,12.3681297529355,0,0,2.6206898797992,0,0,0,7.8201059503585,0,4.2383514081154,5.9228772439987,0,0,0,21.5,0,4.0414682443119,0,0,0,7.7461657578263,0,0,0,8.6222928891137,0,0,5.7007728533607,0,0,0,0,0,0,0,1.6252514917597,0,0,0,0,0,0,0,5.2393875126733,0,0,0,0,7.0545707473967,0.1510652989876,0,0,0,0,0,0,0,0,0,0,4.381627941478,1.4136362427898,5.471047220162,5.9771653826001,0,0,2.1254663104613,0,0,0,0,0,0,0,0,5.9420026569654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1405679310772,0,0,3.6237886773583,0,0,0,0,0,0,0,NA
"66",2.24622732501787,0.0371017225940402,"tissue","islets","69","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_69_IS_doublet_none_F9","1",1,1,10.0962277096384,10.3088973355212,9.9590211170087,11.6317750123895,11.3449677331835,9.6474830448556,9.2906870989232,9.0330774931276,14.3991214685022,9.8593905239763,11.5431319856789,0,0,8.9757722614392,12.1857848264389,11.6636224273998,0.662631336488499,3.6471641170268,9.4479411982624,3.0251195321398,4.5047450125926,9.0283628908079,12.6893995511397,0,0,7.3578290623702,7.979161681733,9.0804264762413,0,9.4430945436208,0,7.1882263605534,9.0147314083169,0,0,11.2801332705514,0,7.1297051166759,6.5280286225339,0.2671236016905,11.5120671826836,0,0,9.4383449077157,0,0,13.1614779597255,0,0.563699560122402,0,0,0,8.7303125474544,10.5308227926893,10.1727430716461,19.8403824148037,0,0,0,7.209943524541,11.092817315839,0,8.0101733432453,0.0328171481577009,13.900972808883,6.6628196522577,0,0,0,13.620276598952,0,11.6938207931858,0,0,0,0,0,0,13.1581380540294,6.8813720196365,0,0,0,0,0,0,0,0,0,0,3.7347783392116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7238542512463,1.0503722490172,6.4464660850167,0,0,7.0557225485387,0,0,0,0,0,0,0,0,0,3.8396247249994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636957707868799,0,0,0,0,0,0,NA
"46",0.944108069951957,0.0847329863269504,"tissue","islets","50","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_50_IS_doublet_none_E2","1",1,1,11.0179087049887,7.6274532876962,9.5294694047705,10.753488130881,10.9086847745677,9.1392766218993,9.1421048570764,10.6280774829389,11.4972874069199,8.892669124138,11.9447530956416,0,7.8696785509963,8.591001428921,8.2762815254794,8.8530709514429,9.395360516059,4.8837982364039,7.3141271490711,0,10.0876968654106,7.8671531008066,13.879866561774,0,9.1730401614138,0,0,8.5562420653805,0,2.3557080344151,1.1479980382941,6.8701332369165,3.9709427796227,0,0,7.3681580685727,0,9.2892355787889,5.643820855558,0,0,0,0,2.5965490128135,0,8.2435735179701,4.1004456069709,0,0,6.8471306660597,0,0,0,0,14.0867090630215,0,6.0209016312693,0,2.8649462844879,0,1.6425550442536,0,8.5564336338108,0,1.3409225231257,7.537541765065,0,0,0,15.5846083016073,0,10.5323011205316,0,0,0,8.5133593555134,0,0,6.5290152469782,4.0364994152856,0,0,6.3057711015571,1.1379704178929,0,0,0,0,1.2000113844846,0,7.4551620964555,0,0,0,0,0,0,0,6.9104462120643,0,0,0,0,6.1391043821732,0,0,1.9401438123909,3.1964802834766,0,0,0,0,0,0,6.8496201180321,4.5306448044495,3.4104803366613,4.033344712882,5.4992696082969,0,0,7.7778916362347,0,0,0,0,0,9.3010120671347,0,7.6351321561795,8.5335110522172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.229166167695,7.5780410570523,0,0,0,0,6.3733831075015,0.713554617869502,0,0,1.4739798018817,0,NA
"4",3.49828583102984,-2.05028646505283,"tissue","islets","12","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_12_IS_doublet_none_A12","1",1,1,8.1704415659741,6.234712008707,9.4238008177341,9.5714860653719,9.5700284529196,0,8.3799317241407,9.3521477077145,10.0239745935077,6.9909462236397,10.1684570414866,8.3933874032706,6.7941538707896,8.5539439742926,0,0,7.5080782429558,5.507200006099,7.2573784445299,0,8.2422417143383,0,13.9205906991135,8.2844893223626,8.051479075759,0,5.9523755797874,4.9088056255048,7.4741973244248,1.8224268341176,3.4771514133758,11.0272956126252,8.5655427165215,0,0,13.3083476405935,0,0,7.5019123977231,0,0,0,7.7207171791101,2.0468895016264,0,0,4.6355722637941,0,0,0,0,0,0,0,8.5704185532581,9.372507565997,3.4528145643645,3.1100875142613,0,0,7.2139323609189,0,0,0,8.1862362282774,0,0,0,0,21.5,3.2412888537823,9.9212823293998,0,0,0,1.0871730357565,0,0,0,9.2985226954851,0,0,9.0340814647732,0,0,0,0,0,0,0,7.8205163097952,5.1244171442687,0,0,0,0,0,0,6.6303184645546,0,0,0,0,4.1845786105324,0,4.6234847055531,0,0,0,0,0,0,0,0,5.035307754002,8.8770536018785,3.4437661442859,7.7912139068489,6.7295728429862,8.0125321264274,0,7.6573399752528,5.1896141780222,0,0,0,0,7.1005441758707,0,8.9043176830597,8.1077667563553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3212749926189,6.6714455758475,0,0,5.9148993906777,7.2614319419242,7.2623544614203,0,0,0,3.3683337970676,0,NA
"37",3.6398010860042,-1.11898186123775,"tissue","islets","42","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_42_IS_doublet_none_D6","1",1,1,11.2009383475156,9.3551190916385,10.6089929033014,11.2186719105951,9.6972837377877,9.5167383525092,10.7108764843485,11.891253750503,13.2442106816915,10.7232352989519,12.4605433659389,7.6336088393603,8.1847339479181,5.9402237908088,12.6038995617949,10.7780162517029,8.4097337635385,6.4540502093259,7.4680607678514,4.9348669537782,9.0560298408081,8.0612919429699,14.222599387489,0,9.5025860228392,8.158718830054,0,6.1852680282378,0,1.3059969004815,0,11.7584855571784,8.2390125284317,0,0,14.2103257997886,0,0,0,5.0136650132113,0,4.5295305975705,7.1317049099124,2.6435316976627,0,6.2625630966904,7.4545802644113,8.1807440966883,0,0,0,0,0,0,0,11.1573053598543,0,0,0,0,0,0,7.6110617972099,0,7.6868240004356,0,0,0,0,21.5,0,8.6237643906415,0,0,0,7.6023558992031,0,0,0,9.4475097893979,0,0,4.5482981407182,0,0,0,0,0,0,0,7.1990447214219,0,0,0,0,0,0,0,7.6424150573533,0,0,0,0,2.0375219269125,1.0026776119804,0.306807745656801,0,0,0,0,0,0,0,0,5.2133020841956,7.8430390454608,0,0,5.2224630028431,4.0812639203052,0,7.4501633676174,0,0,0,0,1.6481820664954,7.1483095108018,0,7.7582768945194,9.5564806014994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6732822193878,0,0,0,0,0,0,NA
"82",4.26581627231402,-2.04437761819766,"tissue","islets","83","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_83_IS_doublet_none_G11","1",1,1,8.005100309568,7.5256980969195,9.4059827925152,7.1937421517963,9.8643724045759,8.7976315000408,9.6021324193283,8.774964396093,8.6767188378262,9.2505411325348,11.4827121690473,7.2546124093154,6.3299769090677,0,7.2912826615699,8.3823666222137,9.2349630409689,5.9193109356076,9.5256220942838,7.2874029034905,9.0854581876496,8.1449237275961,13.3249217079654,0,9.7147206725616,7.8722815166526,9.2452769856119,7.5659039306365,7.8939564197829,8.5939257252816,4.0318051655229,9.610927677148,2.7562736679764,0,0,12.5452294040618,0,0,0.797320020844101,0,0,0,8.2335467045683,3.3915973951956,0,7.6632803456162,7.4218942836689,0,0,0,0,0,0,0,0.440401529559701,5.7741058616124,0,0,7.4754067996811,0,5.2469787431131,0,0,0,4.0594284155714,2.8086847306333,0,0,6.0808424326775,20.8698177280369,0,8.957500411583,0,0,0,5.3727269368124,0,0,0,8.329761825596,0,0,4.480469772606,2.496894347184,0,0,0,0,0,0,7.6126314491561,1.2896553105978,0,0,0,0,0,0,0,0,0,0,0,7.4275240663042,0,5.3437018479254,0,0,0,0,0,0,0,0,8.0506704502411,0,1.7647689075291,2.7296733333544,8.4983031936995,8.0001942828195,7.0592283769046,7.2967389524667,0,0,0,0,0,4.9758321932859,0,8.5894019173316,9.6237479013542,0,0,0,0,0,0,0,4.6687976121967,0,0,0,0,4.7773897542275,0,0,0,0,0,0,0,0,5.685385404896,0,0,0,0,0,NA
"58",-0.218838869516427,-0.216388129357559,"tissue","islets","61","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_61_IS_doublet_none_F1","1",1,1,11.7027520987446,8.6861033385768,10.4461433779842,11.2089987224588,10.0434350605107,9.908586968611,7.0535914099649,11.3426215708529,12.2459349174171,9.1668488534189,12.2486499787083,9.6786385281977,5.2648892140609,8.7146469143286,11.9147126288304,10.7245352744147,10.8028898381692,6.2510295676761,8.8404993573678,7.2010019285673,3.9673494290501,0,13.241213481135,7.9524142409442,10.3833094041918,0,0.475601059768898,9.3199588807236,0,7.7784738390037,7.4533928826016,2.4579312502589,0,0,0.667068731910099,6.5832330530713,0,0,0,0,9.52392762375,0,0,0,0,8.064557837573,5.3127393064509,0,0,7.9820622611483,0,1.8481040010668,0,9.569137338918,20.9092959654298,0.480004111890899,0.954023705306099,5.6304996405282,7.415792470393,0,7.271635785222,10.0507087814187,0.493337943498201,0,0,4.716746928985,1.7617354961008,0,0,13.5898434510023,4.1101106010239,6.1329847855304,0,0,0.3130444818295,8.1345810641504,8.5875261246226,0.9879304296134,0,4.2157310493583,0,3.1716244612377,0,2.953838434143,1.4063024433438,0,0,0,0,0,3.3595473793408,1.877903139423,0,0,0,6.9933566273901,0,2.425355488432,0,0,0,3.1475314584503,0,7.2124190105522,0,0,0,1.3601169205714,0,0,0,0,0,7.1406322095702,0.5938336895032,8.1895719116072,0,1.3457006429446,0,0,0,5.5405268057847,0,0,0,0,0,0,0,3.3577736995972,2.1212066485568,3.6392222343365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7256059578529,0,0,0,6.2468279934367,0,0,NA
"89",1.73245722156328,-0.0925213328640286,"tissue","islets","9","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_9_IS_doublet_none_A9","1",1,1,9.4848813343347,8.4852178172772,10.0579370694794,8.0510399799657,7.5451005292194,8.9506171972067,8.1843271850114,9.4861127831443,12.3770814603599,0,9.5271441380929,0,0,5.2986503776894,11.6528739605344,8.1608039784204,9.9420905737576,2.6283291002659,8.7169217537013,0,8.9883004134235,7.0039305714138,13.8584703104754,0,1.1372202331367,0,0,6.2427332761855,0,7.5171761599635,0,0,8.4393090272029,0,0,10.6034360600566,0,7.3526785801649,6.2397650658415,0,0,0,0,8.5323751861958,0.184695427335502,0,8.0640661245414,0,0,0,0,0,0,4.6381466103707,0,20.1040485713184,6.4595507178532,0.652098676714999,4.4235066077084,0,8.8844930369201,0,6.7271779106215,6.8322934498138,12.6023549290957,4.5090040258618,0,0,0,13.4117488653402,1.3187969086433,8.6267804486041,0,0,0,9.265826978552,0,0,6.7762478065009,9.6288540886193,0,0,0,0,0,0,7.2714483882832,4.6577460801291,0,0,4.8347699091273,1.981065739046,0,0,0,0,0,0,4.3653363190616,0,0,0,0,5.2663035216538,0,3.9109965633229,0,0,0,0,0,0,0,0,7.2130282476238,9.5074538508609,2.384938564966,8.3908744227278,7.1613449972729,8.8833014291498,0,6.8131804670425,0,0,0,0,2.8122216620799,9.1086610454834,0,7.2608144952107,2.2596242963589,0,0,0,0,0,0,0,0,0,0,0,0,2.1163215478355,0,0,0,1.3420581796649,0,0,5.0689221856404,7.7546657242339,2.3120756338447,0,0,0,3.9743844791032,0,NA
"88",0.229035438116019,-0.0589674941341702,"tissue","islets","89","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_89_IS_doublet_none_H5","1",1,1,10.4665940827375,9.1168998361122,10.6570701141421,8.7764059477133,10.5214306401698,7.3674032266719,9.4913684970408,9.1715580132932,10.0065658108636,9.8453366235791,11.6204766589864,9.4334999486633,8.0518495377795,7.6601684248883,6.9315841921062,0,9.2798431536471,6.3165406089967,0,4.6525247092998,10.5172257014538,0,13.8853046376297,8.7843975603725,8.8793928140753,9.1355905201567,0,6.8698841806045,0,0,7.8330493126155,4.8020869493073,8.3633667923104,6.4746929153616,8.4465594599615,4.9560392221103,0,0,7.46201547176,0,0,0,0,0,0,0,6.4760292961961,0,0,5.6119911224697,0,0,0,2.9592580383177,20.894763839328,2.2581843552859,6.4807542414762,1.6075266178597,0.794300398215199,0,8.1889183847871,8.7957541157802,7.1639779868858,0,6.5545252160048,7.1671071710829,7.986527365205,0,0,12.6682152292081,0,9.9139550163309,0,0,0,5.3374918831581,0,0,7.6782178900046,8.6375351699524,0,0,0,0,0,0,0,0,0,0,6.9625658472235,0,0,0,0,0,0,0,0,0,0,0,0,5.6929612496375,0.253583709506401,2.3966869258815,0,0,0,0,8.1909618515622,0,0,0,6.8906671115607,7.1754138657401,0,0,7.6245688974075,6.6986362537933,0,0,0,0,0,0,0,6.9307201747219,0,3.0671513914221,7.7648840091103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9060446316797,0,0,0,0,6.8731506942009,0,0,0,4.0945893776072,0,NA
"64",-0.236615835611398,-0.803232692841751,"tissue","islets","67","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_67_IS_doublet_none_F7","1",1,1,10.3999205637864,8.4973758255744,8.9272147036493,10.9478981007456,10.689006978915,8.8746627192989,11.2060474037066,9.3112040209721,12.371801534746,9.9072400296028,11.3776583844688,9.6115815807897,9.945912584351,7.4384393841542,11.1341732672484,7.356849192253,10.1770838938636,0,9.3045109567016,6.4602864994859,10.4345762406841,0,14.4157345325608,7.7099895726991,9.2523527892309,7.956372276894,0,5.7676492706448,0,7.62337437529,0,5.9528935095029,0,6.1939278135115,0,0,0,7.4970763240536,0,0,0,0,0,0,6.2320644791162,0,11.3860840817962,4.6180917817915,0,0,0,0,0,5.4453711989559,20.1563750073225,2.4786425891491,0,2.6944453306609,0,0,10.0800742369961,7.6125441261643,4.9834934504234,0,7.0020471150604,0.398507816669198,0,0,0,14.3962078138771,3.345081756206,8.8228520518408,0,0,0,8.5905843391999,0,0,0,9.6501012355577,0,0,0,3.2661164487327,0,0,0,0,0,0,6.8733561891715,0,0,0,0,0,0,0,7.6830972915332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2411086229475,7.2851638447945,2.7058237455106,7.8403429452028,0,0,7.218356178792,7.2060109076021,0,0,0,0,0.319478239896899,7.8701046028184,0,6.1230139814946,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3724367601966,0,0,0,0,0,0,0,9.1582407982506,5.9458169494729,0,0,0,3.7085495612106,0,NA
"27",3.88219934802813,-1.74388532779024,"tissue","islets","33","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_33_IS_doublet_none_C9","1",1,1,10.5589101630398,10.6838049458516,9.7333667650569,10.7914673792435,10.4954449910076,9.1619694935798,11.4790926423057,10.5879379724662,10.2884404657051,10.5240467180129,12.4124243901694,7.7811299908277,0.4367451020975,8.1367098197004,8.1608546377798,8.4180122970843,8.3178586941191,6.4310575991596,6.542109560348,0,6.8210661881139,9.6146063130508,14.4108861356159,6.2252297404249,7.940447063376,7.187013480279,9.8397018229331,0,10.0850394669361,0.793176543625599,7.6402623841519,12.661648113917,0,0,0,14.1349646146169,8.4951843398741,0,6.4730400963212,0,0,0,7.8321137441796,2.6641348441294,0,0,8.0050207115986,0,0,0,0,0.4721539309433,0,0,0,0,4.3288575333818,0,0,0,0,0,6.6710229609477,0,1.1864994628716,0,0,0,0.240388669546402,21.5,0.6448198383167,10.149660164706,0,0.707291319922501,0.0619827427602999,6.6643958787873,0,0,0,8.8245905070756,0,0,6.8350760365628,2.1879004622907,0,0,0,1.0872020279035,0,0,7.5121793252897,0,0,0.287666758984098,0,0,0,2.1826425829216,7.1562505450312,0,0,0,0,0,0,6.5199590379338,0,0,0,0,0,0,0,0,6.9526443616157,9.2369967846164,3.8188272775199,6.2340591930787,6.7707667211048,0,0,1.717747006283,0,0,0,0,0,6.5635403649449,0,0.321134472370701,8.0384848145413,0,0,0,0,0,0,0,0,0,0,0,0,3.9064869010207,0,0,0,6.8356874547227,0,0,4.683712157772,9.0319716901587,7.1610278101797,0,0,0,3.198894013487,0,NA
"25",0.483088077123587,-0.741316341523391,"tissue","islets","31","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_31_IS_doublet_none_C7","1",1,1,10.5647690261501,10.6509919404519,10.0043886335876,10.614163485593,10.8838718656869,6.8810633976468,8.0699508014074,10.7396489924615,10.2767099945931,0,11.2975552748835,7.1389281201647,6.8788405231433,6.5978063682078,0,7.4656809278374,1.2946349283174,3.1402530656513,0,6.2393355258456,10.1310459990005,8.1067921961199,14.3005397673564,0,9.2654900207807,0,0,7.7531312419952,0,7.3575871035917,6.1730599134647,6.2675620329732,3.7428633274612,0,7.6004157610924,4.6493079184265,0,0,4.548664426015,0,7.5109836408475,0,0,0,6.0407682998505,0,3.4941763135112,8.9933009672904,0,0,0,0,0,0,20.1454457118148,9.6649037035378,4.9806497765671,1.652263859367,0,0,4.3946640868436,0,6.0095388757253,0,7.6028540326061,5.7056618205613,0,0,0,12.8790963942872,1.7944587039385,9.5678304321787,0,0,0,8.8991447610529,0,0,0.159668958418301,8.7700842538555,0,0,9.8883668437962,0,0,0,0,0,0,0,7.3274335250982,0,0,0,0,5.3664954285818,0,0,8.973820389813,0,0,0,0,7.5415136710234,0,4.510879385959,0,0,0,0,0,0,0,0,7.8819205226196,9.2911653347345,2.6499038943218,2.994872252418,7.526319660155,8.8235678624015,0,5.2068594765771,0,0,0,0,0.0365018904442991,8.9862421714508,0,8.4738773991075,9.0047241763644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4170740239397,0,0,4.6703037470918,8.6603881171,7.4103279060256,0,0,0,3.4641002380787,0,NA
"91",4.2533002505855,-1.47549707508491,"tissue","islets","91","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_91_IS_doublet_none_H7","1",1,1,11.6920517470104,10.8408724293883,11.1367658009785,12.1889368877089,12.8854402635438,9.1422950307987,11.1638165618074,10.1684106815488,12.5689462772155,12.4582862576714,12.9557487725436,11.3240313782559,6.6339286664649,7.5668736339363,8.3352022289372,8.5950310023671,7.4067352713594,8.094562788089,9.5328281820449,3.5926078175228,9.7032258157101,9.305195834057,14.9599494766161,10.3003368731738,9.6051010451395,8.242916240397,0,8.5511496433655,11.5722965955285,0.241708239416202,5.4352195494462,12.6232917785739,0,0,0,15.4604810185554,0,0,8.3548605261437,0,9.1559620079732,0,6.7228015852448,0,0,0,1.838721311341,0,9.0296775012173,0,6.2278040432917,0,0,0,8.1463791593303,7.2828880133247,0,0,0,0,7.6654127248673,0,6.5785062893753,0,0,6.6627433430343,0,0,8.8035512808447,21.0250065314224,0,9.6596734165869,7.1240971482918,0,0,8.3771469328303,0,0,0,8.2478712421487,0,0,7.7181490197824,0,0,0,0,0,0,0,4.1583828398629,0,0,0,0,0,0,0,6.596041675448,0,0,0,0,5.5136647620142,0,0,0,0,0,0,0,0,0,0,0,3.7487028432938,0,0,4.32476042485,0,0,0,0,0,0,0,0,0,0,0,3.6451719612701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8817991229654,0,0,0,2.2717141180789,3.414312220813,0,0,0,4.4432640976294,0,NA
"95",1.00968939166827,-0.569695376519424,"tissue","islets","95","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_95_IS_doublet_none_H11","1",1,1,6.634085267374,6.0252876567085,6.0514206139951,7.8825633382637,6.8572785481041,5.9501797365812,5.6770727332257,4.8476354722007,9.848170406009,5.966465289402,8.2570818706372,4.2970841641195,2.1169223105477,3.0049626112386,7.2776631784956,4.7415973770158,8.5016247200543,0,0,2.0705908356621,8.4161834165364,4.8134327075362,13.7214167279217,4.9998422118358,1.9551948653404,3.8091621569255,4.7526993617247,7.6322669125691,0,5.3755468689831,2.4596273408186,6.8708518851137,6.0412181331488,0,0,8.4796046605061,0,5.0661276017889,0,0,0,0,0,1.6352259480477,0,4.8077259617,9.5544545499151,0,3.4629456495155,2.1993839628768,0,3.67642804998,3.5989556593295,5.2000373897712,15.2711964847557,16.2960862290424,6.6598415417244,5.4687785557433,1.8943314175872,0,6.6863252052693,0.3597685306462,5.4558365772872,0,8.9270376374501,5.533802181999,0,0.1841288775328,0,14.5341900310592,5.9334477029768,10.6541204818589,0,0,0,7.7012259197941,0,0,10.9885716771837,9.6211699901737,0,0,6.6736767706839,6.0594830714039,0,0,3.0455393249214,0,3.5411365318952,0,4.1688897452787,0.426012016135001,0,0,0,0,0,0,7.4410765461455,0,0,0,0,5.7982308915758,0,0,0,0,0,0,0,0,0,0,6.6182182933589,8.2677759211345,2.5374697590961,7.8690379540363,7.2897246599562,6.5933939301128,6.0184634834384,9.1004342573852,0,3.5760302839318,0,0,0,8.8618672521574,1.8918203113546,8.8734001878298,6.0227763881563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.237692919384,0,0,5.810918384634,8.1222547252202,7.6333347730821,0,0,0,3.0088882618024,0,NA
"29",4.38049942355913,-2.24200352347301,"tissue","islets","35","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11","1",1,1,10.6688175101896,9.7677267650357,10.491349221766,11.1072754574383,11.1906704359988,9.5018623242233,0,10.7092022105616,11.2157694305354,11.4743239255726,12.1869175074731,8.9517768546777,0,0,7.5773176318388,0,8.2579369109277,8.6878722634531,0,4.9361214141956,8.5647375058316,7.4085626920086,14.422494569991,7.4365264885055,8.9558940791928,8.0945284388155,8.1312007747397,6.8614578767635,4.0141442990771,6.7547347377887,6.9321199698556,11.3746454801142,0,7.6213120151831,0,14.7337534796967,8.4885762937142,0,5.745887291346,0,0,0,9.1326751136636,3.5735286290709,0,0,6.4109033426462,0,0,0,0,0,0,3.7905921274655,0,0,7.5369803351032,0,0,0,6.0777255063199,6.9743474475861,0,0,6.0469438641115,4.9293340861189,0,3.4414011993167,7.5510737347691,21.5,0,10.2647783396747,0,0,0,8.3708003079059,0,0,0,9.1016156092876,0,0,8.6662274748442,6.0446784708399,0,0,0,0,1.7182243903212,0,0,0.101577838364999,0,0,0,0,0,0,5.5683571755882,0,0,0,0,5.4637785269559,0,0,0,0,0,0,0,0,0,0,8.0458934191247,0,5.1455105135496,0,7.5974767444454,8.2137590444045,1.1458147604361,8.7480002245803,0,0,0,0,0,8.7385753593671,3.67036493959,8.084665357943,3.1703403169302,0,0,0,0,0,0,0,0,0,0,0,0,5.7217471331389,0,0,3.4832396155417,7.7999712942456,0,0,2.0678435529336,1.4166739031676,0,0,0,0,0,0,NA
