"","cellSource","probe","age","SPA","SPAM","SPAMcell","cellType","kmeans.cluster","ADAMTS2","CD3E","CXCR4","RAC2_2","RAC2_1","RPL13A","FYN","TNFAIP3","CD53","CD44","B2M","GAPDH","JAK1","IL7R","CD52","TGFB1","CDC42_2","CDC42_1","STAT5B","NFKB1","TNFRSF1B","HIF1A","ZAP70","FURIN","IRF1","CD28","ITGB2","TCF7","CD8A","IFNGR1_2","STAT3","IFNGR1_1","CTNNB1","STAT4","CCR2","LY6E","TGFBR2","ITGAL","IFNG_2","IFNG_1","FFAR2","RAC1_2","RAC1_1","CXCL10_2","ANG","IL25","BCL2","STAT1","ISG15","IL12RB1_1","CCL24","CD40","IFIT3","PDCD1_2","PTEN","THBS1","IFI44","CMA1","IFIT1","GSK3A","CCR6","REG3G","CXCL10_1","CXCL2","F2R","LGALS3","CTLA4","IRF9","CCR3","CCR5","MMP28","JAK2","HMGB1","ITGA4","ICOS","IFNAR2","ICAM1","IL4R","TPSB2","RORC","CCR7","IRF4","SOCS3","GATA3","TNF_2","ITGB1","FZD1","BCL6","IL12RB1_2","PI3","IL1B","IL22","IRF2","VAV1","NR4A1","CXCR3","VEGFB","ZEB2","IFI44L","TNF_1","TNFRSF1A_2","TNFRSF1A_1","F2RL2","CCR4","GSK3B","NLRP3","CCL8","TYK2","TBX21","IFNAR1","GRN","CFH","OSM","C3_2","C3_1","IRF7","CCL3","CEACAM1","IL2RA","CAMP","CSF1","EGR2","LRP6","PTGES2","APP","WNT1","TRAF3IP2","FNDC4","PDGFA","TRAF2","PDGFB","CCR1","EGR1","AREG","TSPAN2","FGF9","MMP9","HLA.DRA","FOXP3","CSF2","PPARA","IL21","MMP25","CD274","LEF1","IL26","CD4","TGFA","PDCD1_1","ATOH8","HMOX1","JAG1","CRISPLD2","AIM2","IL2","IL4","HGF","NPNT","PPARGC1A","VEGFA","ENG","TGFB3","P3H4","IL10","IL17A_2","IL5RA","C5_1","C5_2","HBEGF","MMP2","TNFRSF21","RHO","IL17A_1","MMP24","IL1A","FGFR2","SDC1","CSF1R","CXCL9","DEFB1","ECM1","EGFL6","F13A1","IGF1","IL3","IL5","IL7","LRP5","PPARG","SYK","VEGFC","VWF","cohort"
"255","tissue","RUS013","infl","tissue.RUS013.infl","tissue.RUS013.infl.FR","tissue.RUS013.infl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_1R-I-CO-RECT-LPL_MAIT_5OPRU_B7",2,0,10.66723899,13.64779628,9.94329029,9.61148035,12.72869163,9.84921237,13.94158719,9.1585144,9.30465145,14.309389759,10.22770656,9.23887574,14.554004468,7.54437605,6.5734753,11.45039214,11.16271265,7.53912274,9.05481697,0,8.12038386,7.98977656,6.65007054,9.20746298,10.79310163,8.41750334,6.63734341,5.37988421,11.0184704,8.90274429,10.88689062,7.16173855,8.53023328,0,7.94626508,5.69614557,8.90694987,0,0,9.27951175,9.43791824,9.06366204,6.09265203,7.34326561,9.03824901,7.28297777,9.22716276,0,8.32822664,5.34346939,8.97367637,8.45293832,8.714545,7.69881804,8.91175704,9.25472854,8.28635101,8.72905957,0,7.83831242,7.04286825,6.6105315,5.47130766,9.72143339,6.31586196,9.56978429,8.23081116,8.4101959,0,7.06864185,6.05978431,7.70871838,0,0,0,7.71939339,0,5.38238576,7.66405849,7.67734452,0,5.34386309,6.16905139,6.19976709,0,8.35811486,9.58422093,2.22397508,4.85622629,1.4207676,2.07450369,0,8.1834744,7.22032346,7.09316359,2.02491127,6.10101027,0,5.63955897,0,0,1.75983568,9.83170834,8.47876969,8.35650691,0,0.0989782499999983,0,7.27510539,0.459885190000001,0,7.22825437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00733087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26949612,0,0,0,0,0,0,0,0,0,0,6.86741623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"342","tissue","RUS013","uninfl","tissue.RUS013.uninfl","tissue.RUS013.uninfl.FR","tissue.RUS013.uninfl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_1W-UI-CO-SIGM-LPL_MAIT_5OPRU_A3",2,0,10.11332588,14.442445241,10.57826472,10.08810585,11.82888022,9.45971596,11.94020512,9.69465952,8.65007797,14.409782165,10.38229905,9.83811768,13.13910956,10.29232973,8.95404367,11.45726328,11.22895974,6.54266437,7.93166674,7.28825814,10.15216798,7.623665,6.78772064,8.4579819,8.24290926,6.88539349,6.14725514,5.04835494,10.18730604,7.18432166,9.93672985,9.88200527,6.86354094,0,7.35612844,7.62617342,0,0,0,8.96105141,10.58979237,9.86718285,3.26068328,8.19445542,8.47643829,7.10251216,8.70998373,3.67585729,6.80140434,4.19402448,7.39903621,8.40463739,11.02155242,9.02399248,11.64868949,9.46029773,7.43829445,7.30753251,6.55056253,7.34798614,4.75581513,4.8282231,2.27546071,10.02266786,5.77223512,8.02557168,8.14537206,6.8481942,7.79939281,5.32380928,2.04940105,0,9.12807831,9.80072008,0,5.17830203,5.14147254,6.36148062,0,7.44444841,0,7.42974691,5.42181179,5.38538805,0,7.98587552,8.69157502,0,3.41811693,0,0,4.80011146,6.46936071,7.80274183,8.20580245,3.08283238,7.59078613,0,0.818880669999999,0,0,0.647178199999999,9.3231531,6.13073037,6.65216346,0,0,0,0,4.89585796,0,0,0,0,3.6762107,0,0,0,0,0,0,0,0,0,0,0,0,8.53104631,8.60694384,0,5.0355326,0,0,0,0,0,0,0,0,0,0,0,7.75535985,0,0,0,0,0,0,6.20367848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"288","tissue","RUS013","infl","tissue.RUS013.infl","tissue.RUS013.infl.FR","tissue.RUS013.infl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_3R-I-CO-RECT-LPL_MAIT_5OPRU_E11",2,0,9.54537498,13.82976712,8.45463211,7.98627443,12.77684489,11.446918,15.273347114,10.62646329,10.77904349,14.435699943,9.40666467,10.86995415,14.45445917,8.69960105,11.19708799,10.96425301,10.72575763,9.5845763,11.40389761,5.75477555,8.82340032,7.64467167,9.52301223,7.66102245,6.46099855,6.62524047,5.93423253,7.37702439,11.85298275,7.09964468,11.57438037,9.95562463,8.92118658,0,7.63442335,6.47057855,7.59374898,0,0,9.0357382,9.8135961,9.41298009,5.1515739,9.81733905,8.7741065,6.60608873,0,0,5.75818318,7.54772153,8.47132369,8.57080552,9.3340918,7.16193058,9.24494571,8.8527301,7.18168922,8.61116217,0,9.51469413,6.8318639,5.39744881,4.67890068,9.44658603,5.06974378,8.99789334,7.58560013,8.35706373,0,7.13492725,0,0,0,8.03825228,0,9.29114386,7.14472735,6.65434086,6.26319614,9.43277471,0,6.0776592,0,9.27212088,0,8.60139575,7.86829346,0,2.95589092,0,0.021345310000001,0,7.77142631,6.82945968,8.19297413,6.33887727,0,0,5.1465103,0,0,2.04551231,9.47420174,0,0.23686592,0,6.45445908,0,0,0,0,7.12688967,0,0,5.54334489,0,0,0,0,0,0,0,0,5.62996161,10.7987616,0,0,5.21050209,0,0,0,6.8790098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.15095165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56645999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"273","tissue","RUS013","infl","tissue.RUS013.infl","tissue.RUS013.infl.FR","tissue.RUS013.infl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_3R-I-CO-RECT-IEL_MAIT_5OPRU_C9",2,0,10.91425221,12.80889165,10.99128405,10.69213723,13.02657133,8.82432667,13.58337793,12.03466502,11.07092534,14.522179482,11.4131372,10.75226282,14.591514836,9.55985921,9.32661984,12.41063463,12.29461854,6.56582045,7.72007001,9.52964139,9.84032108,6.88262943,8.62544321,7.72138761,8.21753527,0,6.46738269,6.98882945,10.58930783,8.52022342,10.40068609,9.77460219,8.89115294,0,9.11583035,0,0,0,0,8.68431717,9.81652431,9.41626267,5.99587385,8.81986426,9.01084993,8.36532585,6.42364628,4.91144198,0,5.89926249,8.99907023,8.65305278,8.17707458,7.65202742,10.21340393,9.00093288,8.38171619,8.49949159,9.65643226,7.94192169,6.79768433,6.5811913,5.32826233,10.71187569,6.01120705,8.97015287,6.9497446,7.98695498,10.64635393,6.75059467,6.59696502,7.7557272,6.76532903,0,0,6.3800859,6.13399543,5.24373244,6.82243469,8.70770029,0,0,0,7.22216254,7.92250323,7.63445775,7.92688552,0,1.51504855,0.818388039999999,0,8.25915988,0,2.24575603,8.30792721,6.47485255,0,0,3.68879735,8.72492671,6.3700774,1.77024389,9.38283854,0,0.87089662,0,0.417545669999999,0,0,0,0,0,0,0,6.93599759,0,0,0,0,0,0,0,0,0,7.74172093,8.21409022,0,0,0,0,6.26768312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48302196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"361","tissue","RUS013","uninfl","tissue.RUS013.uninfl","tissue.RUS013.uninfl.FR","tissue.RUS013.uninfl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_2W-UI-CO-DESC-LPL_MAIT_5OPRU_A5",2,0,10.67836159,13.04499308,10.39456485,9.58948351,12.44906165,11.62451238,13.03644325,9.7564257,8.56482841,14.64228571,11.17170571,11.334065,13.08838053,8.80557111,8.08949886,11.61748971,11.22364911,7.62799482,11.80664746,6.16137468,10.51923136,7.58585742,10.81057172,7.30490668,8.15267946,6.86341225,6.6569592,6.38782889,10.32052383,8.62006868,9.97934135,9.20050457,8.57373829,0,7.20078753,0,9.85636443,0,0,9.37335919,8.43418137,7.67653641,2.81705249,0,8.90169132,2.52659926,8.68274598,0,7.83291275,1.642853,5.67788652,8.5032233,10.58209095,0,6.7773132,8.20711281,4.51893132,8.15278262,9.17527293,8.87144781,6.11217336,4.81789285,3.66155726,9.52369409,6.83575898,9.69021002,8.23303627,7.99357875,6.58319081,6.50199697,1.88553162,5.45181284,6.39771703,7.68748875,0,8.54260228,8.60622803,5.41487558,8.63386766,7.87449476,9.47160918,4.51573453,5.29993148,5.28221752,8.48604712,7.55421645,9.29814038,1.0458433,3.60828923,0,0,7.12300556,6.35208053,0,7.74777628,0,8.5202677,0,2.79538815,0,0,0,9.06759587,0,0,0,0,7.23130845,5.78858263,5.12221043,0,0,0,0,6.77557364,0,3.91927023,0,0,0,0,0,0,6.63605379,8.0519098,0,0,8.41794911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.26632292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"263","tissue","RUS013","infl","tissue.RUS013.infl","tissue.RUS013.infl.FR","tissue.RUS013.infl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_1R-I-CO-RECT-LPL_MAIT_5OPRU_E6",2,0,10.53369266,13.0299963,8.51530924,7.95804486,12.05557281,11.83478147,12.78767289,10.58255974,11.83683344,14.572120782,11.90564918,10.44156415,13.68937979,8.00303063,11.44199586,12.04819374,11.46423755,7.61387932,8.67130937,8.66578227,10.38837735,0,10.60422296,4.85587107,9.79852682,8.69421585,7.12025737,6.28717872,10.56555512,9.20371332,10.22689896,8.68170086,7.08872626,9.214161,8.66263859,8.82954351,9.03402432,5.69304125,8.0849404,9.39189663,10.30230797,9.72552695,5.26521829,6.45475188,8.2335448,0,0,0,4.18313494,5.67927357,8.31942259,7.69501187,8.95931993,0,13.14430825,9.09885316,7.80935427,8.67301212,6.94653259,7.50388737,7.44640906,5.31808469,6.17492431,9.73988006,6.71222708,8.92696715,8.15557091,8.6178443,8.23686372,7.03404375,4.42610367,8.65576667,7.03894379,0,0,7.40771746,0,0.95401756,7.65803069,8.16479439,0,4.05135776,5.99661324,7.7060641,0,8.23116928,8.14111571,0,4.71539986,1.87990127,0,0,7.08632515,1.57350588,8.18343242,0,7.615932,0,7.03947806,8.30858668,7.73459597,0.68195892,11.30612511,0,0,0,0.217769830000002,0,0,7.25447482,0,0,0,0,0,0,0,0,0,10.0097841,7.58077318,0,0,0,0,0,0,0,0,0,6.55425823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"287","tissue","RUS013","infl","tissue.RUS013.infl","tissue.RUS013.infl.FR","tissue.RUS013.infl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_3R-I-CO-RECT-LPL_MAIT_5OPRU_E10",2,0,9.17282964,14.46166993,9.82939605,9.04837234,12.69149277,11.67800669,15.019428043,9.29040706,9.47198548,14.61832195,8.68945818,10.17603219,14.053289083,5.87462578,6.33563849,11.43821012,10.88751692,8.07703462,11.27121987,7.43163952,9.19977013,8.64299905,10.14633368,10.07149812,9.85038922,0,5.43501087,6.24355886,13.51901322,9.00778769,12.9702545,9.04455227,7.4411912,0,7.87732384,0,7.49583941,0,0,9.39906597,10.63690799,9.98925379,6.16019089,9.54997404,8.78095365,7.38241848,9.00743295,7.34775989,7.31664796,5.83841603,8.38196019,8.42221578,9.4156051,8.02800055,8.751689,8.16189773,8.5169913,8.53642402,0,8.66876993,5.76735889,5.87535208,6.04388169,9.74088523,5.28256966,8.37513089,8.38035402,8.23123418,0,7.07405591,7.5114908,7.99004273,6.63885618,6.83458779,0,0,8.71356502,6.93416806,0,9.79208678,9.43557307,6.60556996,0,5.48218228,0,9.23974565,6.97169411,0.678725830000001,5.09167751,0.887563539999999,1.9773715,7.49693156,0,1.52022381,8.36131946,6.60583936,7.35517296,0,5.9854552,0,0,0.856601380000001,10.10121058,0,0,0,0,0,0,6.3607636,0,0,0,0,7.12926228,0,0,0,0,0,7.70898071,0,7.09780272,0,0,0,0,0,8.48655028,0,5.91304956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"286","tissue","RUS013","infl","tissue.RUS013.infl","tissue.RUS013.infl.FR","tissue.RUS013.infl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_3R-I-CO-RECT-LPL_MAIT_5OPRU_D11",2,0,9.42077387,13.64431352,7.63338185,7.03459644,13.83027255,12.61613568,15.727062949,9.70077399,11.01235042,14.920997428,12.14116763,8.35066981,14.439318637,9.54094022,11.1733737,12.96591542,12.48980955,9.94169154,11.8342387,8.22977323,10.93755106,8.26877914,10.50568302,9.47995771,10.04739907,6.55567099,6.69544808,6.95481367,9.89302794,8.27741323,9.28285289,0,5.70004326,0,8.44977975,0,9.22578562,0,0,9.55824744,8.36438589,7.87331414,6.00259665,9.89321227,9.26428897,7.72135514,0,0,0,6.38750737,8.65174905,8.72001586,10.03025528,0,12.41759028,9.43495093,8.18447054,8.73357182,0,9.32627408,7.57885018,5.71895677,5.03425321,10.26130675,8.5773446,9.01023427,8.82739377,8.75603566,0,7.96081685,4.17633674,8.49877556,9.95822294,7.53307049,0,8.20247191,6.69895265,6.85721265,5.67719605,8.63786591,0,6.66791559,5.86353233,12.30754948,0,9.19194572,0,0,5.15597054,0.829563010000001,3.20050782,8.22569678,0,10.12604843,8.41408282,0,0,0.480050389999999,10.31522437,0,0,2.4677196,9.765917,0,0.968319470000001,0,5.96269219,0,0,0,0,0,0,0,5.07674536,0,0,0,0,8.94016401,0,0,7.50631672,0,0,0,0,0,0,0,0,10.17224743,0,0,0,7.25075799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89819656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"202","tissue","RUS012","uninfl","tissue.RUS012.uninfl","tissue.RUS012.uninfl.FR","tissue.RUS012.uninfl.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_2W-UI-CO-ASCN-LPL_MAIT_5OPRU_H7",2,0,10.54401197,13.19113855,10.13363344,9.47790482,13.01375769,12.16440547,15.283737024,9.71317561,11.20057906,13.2281979,11.76415976,11.89606232,13.77674476,8.72875656,13.01131497,13.20638228,12.94802357,10.33558533,12.87071927,10.18771457,9.57714473,8.38216036,11.15267304,7.95596427,10.33292231,0,9.59163844,0,10.16561948,9.19402525,9.59471563,0,9.79847589,0,7.60792628,7.57195486,8.55641045,0,0,9.83944004,9.34558904,8.60136803,4.96304121,9.24246518,9.6449743,8.64893762,10.10997345,4.02545736,6.59877271,2.42518655,9.20291543,9.29932759,9.78528802,0,13.25294965,7.55052175,8.17168973,9.20309131,7.27373311,8.66327105,6.73073591,7.54098785,3.36684289,9.67799618,0,9.43092302,9.38380021,8.22309624,10.03491851,5.3966602,5.49516515,8.46991125,0,0,0,9.17163935,9.85109007,8.09613115,12.30051357,9.80452859,0,6.01474278,8.81724742,4.2949777,7.9245452,9.38937146,0,0,0,0,0,0,7.97663626,0,9.16828427,0,7.90099266,0,2.15958122,0,0,0,10.23827895,0,0,0,1.95460896,0,8.68837998,0,0,0,0,0,6.63069556,0,0,7.29094341,0,0,10.21307223,0,0,0,0,0,0,8.43047124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404498969999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"268","tissue","RUS013","infl","tissue.RUS013.infl","tissue.RUS013.infl.FR","tissue.RUS013.infl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_1R-I-CO-RECT-LPL_MAIT_5OPRU_G7",2,0,10.25950609,14.591846948,11.32289841,10.74442115,13.45732837,7.7706617,14.570243022,11.18851152,9.83210996,14.769378893,10.07706251,9.24565728,14.427558822,6.79784228,11.07499101,12.72051758,12.26877192,9.80656788,9.1391366,9.42809607,10.91386735,7.01796059,8.50495031,9.74357489,9.95304914,8.28561383,7.27145793,4.27489151,9.28335644,8.88704902,8.86282211,9.1476413,8.70189877,0,7.754806,7.08579937,8.96895843,0,0,9.45602903,9.67284538,8.88530797,6.18451534,9.76151498,9.67631404,7.45378602,6.78077067,0,7.77965563,4.67550647,0,9.14239356,8.49894304,8.40446843,8.70701554,8.84221298,7.9224397,9.20001783,7.522642,7.88376507,6.48794493,6.95129732,4.98290586,10.14521644,6.08558016,8.64670539,8.19826064,9.08409623,0,7.28036845,5.07608913,8.61046936,0,0,0,7.3303775,0,5.7015437,0,10.04127663,6.93316779,6.12612548,7.11554341,7.34760424,8.04446782,8.44175092,0,2.65290639,2.56663104,0.35473159,2.25856788,7.91881659,6.15398001,1.70409804,7.79309035,0,0,0,5.27044004,0,0,2.99926728,10.29253273,0,0,0,6.57190911,9.31721633,7.19273814,8.38060583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.95268312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.82576653,0,0,0,0,0,6.8909043,0,0,0,0,0,0,0,0,1.99114817,0,0,0,0,0,0,0,0,0,0,0,3.949932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"266","tissue","RUS013","infl","tissue.RUS013.infl","tissue.RUS013.infl.FR","tissue.RUS013.infl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_1R-I-CO-RECT-LPL_MAIT_5OPRU_F7",2,0,10.8065982,15.278379282,10.32017528,9.87746944,12.91929367,10.62325752,15.06454998,10.29065667,10.717253,14.705964595,10.00852244,7.25063202,15.087549537,9.09787218,9.80836472,12.56658853,12.22544166,8.12629694,9.52489152,6.14141934,10.00510114,8.4126638,8.60415377,7.90338494,9.98353505,4.12644546,7.07179355,6.9533444,11.80221593,6.5524591,11.45711099,9.53218358,6.03877683,0,8.83660861,7.52049627,7.62700913,0,0,9.33545938,8.82053419,8.39625615,5.57358436,8.1763078,9.20271693,7.76976847,0,0,5.98693285,5.6981245,8.31045858,8.15600375,9.59690165,9.36131202,9.02526663,9.55019994,7.50599081,8.36170357,6.30128283,9.57779383,4.92863401,5.47021238,4.44970468,10.25237207,8.99434655,9.09331902,8.8898378,8.5501847,0,5.7309242,6.59656981,8.21496508,0,9.88151956,6.25499974,9.50743139,7.81205462,5.92301799,0,7.58916828,7.55632582,5.88430959,6.50969906,8.26292789,7.81636206,8.68504178,6.99953595,0,2.78905669,0,1.00082805,7.73640955,0,7.92671317,8.09039848,0,0,0,6.44236794,0,0,1.62690656,9.56747038,0,0.266497000000001,0,0,0,7.66170523,5.52209285,0,9.38282065,0,0,5.99426355,0,0,6.84201586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75419144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"178","tissue","RUS012","uninfl","tissue.RUS012.uninfl","tissue.RUS012.uninfl.FR","tissue.RUS012.uninfl.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_1W-UI-CO-CECU-LPL_MAIT_5OPRU_D5",2,0,11.41248378,11.57859504,7.84202542,7.62791266,11.57544062,12.23894448,13.77026348,8.25784148,11.04951401,12.23806626,12.07292755,10.93619885,12.92144002,8.43394588,8.76404736,11.52288583,11.63469744,10.53368089,10.90092519,8.56884138,9.11416979,3.68289546,10.13509457,7.13762538,9.17292203,0,7.96456919,1.60718271,10.30805532,10.17972414,10.1801682,10.05749142,10.78848041,0,4.01978309,8.05933837,0,0,0,9.34055419,10.80998677,10.56305841,7.80526607,9.48441102,9.64831507,0,7.02740102,7.22611518,0,4.98780545,9.38398869,9.14660701,7.76713766,0,12.64009459,9.57277879,8.41151337,9.24063597,0,8.68961136,8.13587606,7.04795422,5.66425701,9.6182732,5.19835803,10.46490733,9.19299951,8.88266884,0,6.23643233,5.8851077,8.8282297,0,0,0,7.89668771,6.67111725,7.91574157,10.60020983,9.06226461,8.18003999,8.27607146,6.24727579,9.12136878,6.5771643,8.83852284,9.36015114,0,1.90652839,2.35143777,2.54653339,0,0,8.92447504,7.89771003,0,10.32096942,0,8.5194555,0,0,0.112229930000002,9.70533901,0,2.13766944,0,0,0,0,6.79571455,7.5033614,1.71827103,0,0,0,0,0.42309873,8.44488561,0,0,8.86939894,0,0,7.45854593,0,0,0,9.21242777,0,0,0,0,11.55327539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"260","tissue","RUS013","infl","tissue.RUS013.infl","tissue.RUS013.infl.FR","tissue.RUS013.infl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_1R-I-CO-RECT-LPL_MAIT_5OPRU_D6",2,0,10.16598396,13.48798686,10.64463512,9.98569248,12.70106073,11.35688841,13.82154667,9.77163573,11.07162414,14.330743892,10.47732575,7.16439748,14.013473253,8.85835193,10.99765744,11.69020538,11.17465169,6.86208414,11.14677019,5.72043103,8.30802501,0,8.58798933,7.02704726,8.75587735,7.87432212,5.5545327,5.49573851,10.87821457,6.96559391,10.42476643,9.2637779,8.63819031,0,7.98058309,7.36400718,8.33610639,0,0,9.12758362,9.33979118,8.84291792,4.42739597,9.20788154,8.58529203,6.32934717,6.36103298,0,0,5.51843634,8.65536877,8.29630734,9.99774863,9.19149916,10.79539376,8.68549287,8.75736483,8.54982854,6.82535986,8.28564818,7.47840472,4.47864302,5.41928401,8.54485025,5.46568814,9.64259978,7.53289793,7.9064679,0,7.31266007,0.188729080000002,8.07520979,0,0,0,8.50643617,7.21581705,6.62141029,0,10.56448494,8.57692372,3.52057818,7.17259076,4.70917933,7.67562437,8.04299198,9.49795962,0,3.64358945,0,2.22978207,7.15207987,6.79756367,7.34109955,8.23834424,0,9.39958851,0,0.71985162,7.30343868,0,1.91476859,9.30342419,7.62144978,0,0,4.73170181,0,7.67090858,0,0,0,0,0,5.82190962,0,0,0,0,0,7.50879581,0,7.62620214,0,0,0,0,6.99563116,0,0,0,0,0,0,8.51540763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.07061608,0,0,0,0,0,0,0,0,0,9.10798721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"370","tissue","RUS013","uninfl","tissue.RUS013.uninfl","tissue.RUS013.uninfl.FR","tissue.RUS013.uninfl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_2W-UI-CO-DESC-LPL_MAIT_5OPRU_E5",2,0,10.10981233,12.08961421,10.29957546,9.60934024,12.51206311,10.57889638,11.08679548,11.21497544,10.01623478,13.80545514,10.50288985,8.50118346,13.97471766,9.52354828,10.8181969,12.58619981,11.92047886,8.21060467,7.81169015,7.02305055,0,7.82086818,6.54188383,7.51100417,7.34167011,6.17934327,7.18797054,3.82093307,9.23897691,5.27740883,8.72794027,7.87569349,0,0,8.20642587,7.74238258,0,9.60894851,11.29431657,10.53993619,10.9315991,10.23810327,7.78160197,10.52696038,10.22665983,8.84252275,8.2097684,5.47266748,0,7.92826515,8.71426062,9.99013086,10.20842985,9.23657683,12.26988643,10.61275742,10.09730567,10.59018688,9.15000923,9.23530816,7.70365762,7.43381892,7.57659169,11.19461238,5.84880938,10.22869533,9.66801,9.86754361,0,8.78409658,5.38002296,10.46113893,0,0,0,8.88653078,0,8.21743476,0,8.99798783,0,6.4313593,0,11.76164912,7.95379793,9.82188104,0,0,6.96193739,1.00340597,2.70888543,0,0,6.79831403,9.5391244,0,0,0,9.65585107,0,0,3.42214893,10.01384825,7.07508586,0,0,7.13266993,0,0,4.97636771,0,0,0,0,5.8759814,0,0,0,0,0,6.80302336,0,0,0,0,7.8806043,0,0,0,0,0,11.85606983,9.19124353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
